sentence1,relation,relationscore,structure,structurescore
A young lady in a bikini is standing on the beach,A bikini lady in a young is standing on the beach,1,Standing on the beach is a young lady in a bikini.,5
A boy in blue is running away from a woman in blue,A woman in blue is running away from a boy in blue,1,A woman in blue is being chased by a boy in blue.,4
The children are wearing black tights and hopping,Black tights are being worn by the children and they are hopping,2,Hopping and wearing black tights are the children.,4
The blonde girl with the pink top is happily smiling and wearing funny glasses with a large nose attached,The girl with the pink top and blonde hair is happily smiling and wearing funny glasses with a large nose attached,4,"Wearing funny glasses with a large nose attached, the blonde girl with the pink top is happily smiling.",5
Water is being squirted by a man into the mouth of a white dog with a squirt gun,A man is squirting water into the mouth of a white dog with a squirt gun,4,A man squirts water into the mouth of a white dog with a squirt gun.,5
A boy under an umbrella is being let go by his father who is wearing a blue coat,A boy under an umbrella is being released by his father who is wearing a blue coat,4,"The father, wearing a blue coat, lets go of the boy under an umbrella.",4
A child is amazedly experiencing a new world,A child is experiencing a new world with amazement,3,Experiencing a new world amazedly is a child.,4
A child is falling asleep,A child is drifting off to sleep,5,Falling asleep is a child.,5
There is no dog walking along a snowdrift,No dog is walking along a snowdrift,2,"Along a snowdrift, no dog is walking.",5
A great dog is wildly climbing a steep hill,A dog is climbing a steep hill with great enthusiasm,3,Wildly climbing a steep hill is a great dog.,5
A man and a woman are walking down a city street,A woman and a man are walking down a city street,4,"Down a city street, a woman and a man are walking.",4
People are not walking through a crowded street,People are walking through a crowded street,2,"Walking through a crowded street, people are not.",2
People are walking through a crowd in the street,A crowd is walking through people in the street,1,"In the street, a crowd of people is being walked through.",5
The big surfer is riding and waving,The surfer is riding and waving big,2,"Riding and waving, the big surfer is.",5
The shirtless man in striped shorts and sunglasses is standing near a person in a white shirt and sunglasses,A person in a white shirt and sunglasses is standing near the shirtless man in striped shorts and sunglasses,4,"Near a person in a white shirt and sunglasses, a shirtless man in striped shorts and sunglasses is standing.",5
A person wearing grey pants is airborne on a snowboard,A snowboard is airborne with a person wearing grey pants,4,Airborne on a snowboard is a person wearing grey pants.,4
A snowboarding woman is jumping through the air,A woman snowboarding is jumping through the air,4,"Through the air, a snowboarding woman is jumping.",4
There is no tennis player lunging to the left,There is no tennis player lunging to the right,1,No tennis player is lunging to the left.,5
A tennis player with a green headband is missing the ball,The ball is missing a tennis player with a green headband,3,"Missing the ball, a tennis player with a green headband is.",4
There is no man squatting in brush and taking a photograph,There is no man taking a photograph in brush and squatting,4,"Taking a photograph, no man is squatting in brush.",2
Some dogs are not playing in a stream,Not playing in a stream are some dogs,3,Not all dogs are playing in a stream.,2
Two dogs are looking at something that is moving in the water,Something that is moving in the water are two dogs looking at,3,"Looking at something that is moving in the water, two dogs are.",4
A black dog is jumping from n hay ball to another hay ball,Another hay ball is jumping from n hay ball to a black dog,2,"From one hay ball to another hay ball, a black dog is jumping.",3
A black cat is jumping from a hay ball to another hay ball,Another hay ball is jumping from a hay ball to a black cat,2,"From a hay ball to another hay ball, a black cat is jumping.",3
A black dog is leaping from a hay ball to another hay ball,Another hay ball is leaping from a hay ball to a black dog,2,"From one hay ball to another hay ball, a black dog is leaping.",3
A black dog is leaping from a cylindrical hay bale,A cylindrical hay bale is leaping from a black dog,1,"From a cylindrical hay bale, a black dog is leaping.",3
A man on a motorcycle is riding on a track and waving happily,On a track and waving happily is a man on a motorcycle riding,3,"Happily waving, a man on a motorcycle is riding on a track.",3
The person on the motorcycle is holding up his arm,His arm is holding up the person on the motorcycle,3,"Holding up his arm, the person on the motorcycle is.",5
Four athletes are with a person in a crowded stadium,A person is with four athletes in a crowded stadium,4,A person is with four athletes in a crowded stadium.,5
There is no Asian woman holding a fur scarf,"Holding a fur scarf, there is no Asian woman",4,"Holding a fur scarf, there is no Asian woman.",5
A boy is running through the sea at the beach,"At the beach, a boy is running through the sea",5,"At the beach, running through the sea, a boy is.",3
There is no boy in a white t-shirt splashing in shallow water,"Splashing in shallow water, there is no boy in a white t-shirt",4,"In shallow water, there is no boy in a white t-shirt splashing.",4
Two tall basketball players are scrambling for the ball on the court,"On the court, two tall basketball players are scrambling for the ball",5,Scrambling for the ball on the court are two tall basketball players.,3
A basketball player is on the court floor and the ball is being grabbed by another one,"On the court floor, another one is grabbing the ball and a basketball player is there",4,Another basketball player is grabbing the ball while one is on the court floor.,5
The white dogs aren't looking curiously at the black llama,"Curiously looking at the black llama, the white dogs aren't",4,"Looking curiously at the black llama, the white dogs are not.",5
